Var1,Var2,Var3,Var4,Var5,Var6,Var7,Var8,Var9,Var10,Var11,Var12,Var13,Var14,Var15,Var16
65.68,37.482421875,0,0,77,2,63,75,50,0.12,0.02,0.55,0.25,0.06,1,4.26599197002361
49.63,62.0322265625,0,0,22,20,76,17,9,0.12,0.02,0.55,0.25,0.06,1,0.100306588981766
27.79,41.0029296875,0,0,69,95,0,51,81,0.12,0.02,0.55,0.25,0.06,1,1.11289988399949
51.97,45.076171875,0,0,61,72,29,92,71,0.12,0.02,0.55,0.25,0.06,1,2.93251713796053
46.5,45.8369140625,0,0,54,14,37,67,44,0.12,0.02,0.55,0.25,0.06,1,5.2053986020037
54.3,45.8369140625,0,0,43,62,51,65,60,0.12,0.02,0.55,0.25,0.06,1,2.21660906798206
69.35,67.71484375,0,0,81,52,91,32,9,0.12,0.02,0.55,0.25,0.06,1,2.26877924997825
54.5,75.330078125,0,0,30,11,83,5,63,0.12,0.02,0.55,0.25,0.06,1,2.60259052395122
42.84,75.330078125,0,0,55,82,20,86,35,0.12,0.02,0.55,0.25,0.06,1,1.41699264495401
67.27,73.7001953125,0,0,75,30,88,33,17,0.12,0.02,0.55,0.25,0.06,1,0.904062023037113
55.99,59.1220703125,19.5095067778778,19.5095067778778,39,9,82,15,38,0.12,0.02,0.55,0.25,0.06,0,2.200089757971
60.81,79.2509765625,22.5060259489441,2.99651917106629,94,99,46,83,25,0.12,0.02,0.55,0.25,0.06,0,1.66023839300033
53.14,71.1142578125,26.3523287534332,3.84630280448915,60,90,53,59,4,0.12,0.02,0.55,0.25,0.06,0,1.80912668799283
34.4,36.4072265625,46.150880829773,19.7985520763397,36,8,31,33,77,0.12,0.02,0.55,0.25,0.06,0,1.85486260702601
36.49,44.826171875,62.6762927532959,16.525411923523,4,43,31,64,35,0.12,0.02,0.55,0.25,0.06,0,1.05042893701466
68.56,75.208984375,80.4658430923462,17.7895503390503,4,88,76,88,42,0.12,0.02,0.55,0.25,0.06,0,1.28674243704882
49.64,64.8896484375,88.8382542189789,8.37241112663269,61,51,60,26,30,0.12,0.02,0.55,0.25,0.06,0,0.897486504982226
31.58,64.8896484375,88.8382542189789,0,3,30,24,56,57,0.12,0.02,0.55,0.25,0.06,0,0.572177445981652
36.18,62.6513671875,88.8382542189789,0,48,29,6,98,34,0.12,0.02,0.55,0.25,0.06,0,0.700332966982387
43.28,85.572265625,88.8382542189789,0,50,98,44,32,52,0.12,0.02,0.55,0.25,0.06,0,1.33511727396399
