Var1,Var2,Var3,Var4,Var5,Var6,Var7,Var8,Var9,Var10,Var11,Var12,Var13,Var14,Var15,Var16
65.68,37.4931640625,0,0,77,2,63,75,50,0.12,0.02,0.55,0.25,0.06,1,11.5086575810001
49.63,39.2421875,0,0,22,20,76,17,9,0.12,0.02,0.55,0.25,0.06,1,3.80512075400111
27.79,45.5322265625,0,0,69,95,0,51,81,0.12,0.02,0.55,0.25,0.06,1,6.98601101800159
51.97,35.7763671875,0,0,61,72,29,92,71,0.12,0.02,0.55,0.25,0.06,1,2.65190667199931
46.5,43.130859375,0,0,54,14,37,67,44,0.12,0.02,0.55,0.25,0.06,1,10.6965731130003
54.3,40.990234375,0,0,43,62,51,65,60,0.12,0.02,0.55,0.25,0.06,1,3.76261258000159
69.35,43.6630859375,0,0,81,52,91,32,9,0.12,0.02,0.55,0.25,0.06,1,4.40976204300023
54.5,45.9560546875,0,0,30,11,83,5,63,0.12,0.02,0.55,0.25,0.06,1,1.62203357100043
42.84,45.5107421875,0,0,55,82,20,86,35,0.12,0.02,0.55,0.25,0.06,1,2.44496198100023
67.27,44.1962890625,0,0,75,30,88,33,17,0.12,0.02,0.55,0.25,0.06,1,1.8020681779999
55.99,41.220703125,9.09339349090576,9.09339349090576,39,9,82,15,38,0.12,0.02,0.55,0.25,0.06,0,4.58699859800072
60.81,68.2470703125,26.3278927492523,17.2344992583466,94,99,46,83,25,0.12,0.02,0.55,0.25,0.06,0,2.8777322370006
53.14,59.8935546875,44.0473677033997,17.7194749541473,60,90,53,59,4,0.12,0.02,0.55,0.25,0.06,0,1.41575512200143
34.4,18.126953125,50.8067649736023,6.75939727020264,36,8,31,33,77,0.12,0.02,0.55,0.25,0.06,0,3.42097405299864
36.49,9.48046875,50.8067649736023,0,4,43,31,64,35,0.12,0.02,0.55,0.25,0.06,0,5.72015453700078
68.56,29.5771484375,50.8067649736023,0,4,88,76,88,42,0.12,0.02,0.55,0.25,0.06,0,1.90059234699947
49.64,48.6083984375,70.7535548844147,19.9467899108124,61,51,60,26,30,0.12,0.02,0.55,0.25,0.06,0,1.57390200600094
31.58,28.46875,90.2695610562897,19.516006171875,3,30,24,56,57,0.12,0.02,0.55,0.25,0.06,0,1.30146685299951
36.18,30.1640625,108.459985856094,18.1904247998047,48,29,6,98,34,0.12,0.02,0.55,0.25,0.06,0,2.75128535299882
43.28,20.029296875,108.459985856094,0,50,98,44,32,52,0.12,0.02,0.55,0.25,0.06,0,1.88622702599969
28.69,30.4140625,108.459985856094,0,58,85,7,46,78,0.12,0.02,0.55,0.25,0.06,1,2.75084868100021
24.13,37.279296875,108.459985856094,0,72,59,4,35,56,0.12,0.02,0.55,0.25,0.06,1,2.29497977399842
45.77,22.515625,108.459985856094,0,30,51,67,16,5,0.12,0.02,0.55,0.25,0.06,1,1.92235495599925
38.67,39.0048828125,108.459985856094,0,34,11,18,89,37,0.12,0.02,0.55,0.25,0.06,1,4.33279308500096
31.51,34.779296875,108.459985856094,0,22,75,11,74,47,0.12,0.02,0.55,0.25,0.06,1,1.11564930599889
33.95,34.2578125,108.459985856094,0,60,15,18,65,5,0.12,0.02,0.55,0.25,0.06,1,1.35108984500039
31.75,34.2578125,108.459985856094,0,25,54,23,38,92,0.12,0.02,0.55,0.25,0.06,1,1.36100836399964
47.58,34.2578125,108.459985856094,0,93,57,53,1,98,0.12,0.02,0.55,0.25,0.06,1,0.986680341000465
64.7,79.1640625,108.459985856094,0,57,79,56,88,58,0.12,0.02,0.55,0.25,0.06,1,2.25969491600154
50.32,62.4140625,108.459985856094,0,71,15,43,69,10,0.12,0.02,0.55,0.25,0.06,1,1.69619853899894
54.71,51.84375,128.049216402969,19.589230546875,44,17,51,82,9,0.12,0.02,0.55,0.25,0.06,0,2.11964055899989
50.83,42.599609375,144.662249910965,16.6130335079956,80,57,59,20,44,0.12,0.02,0.55,0.25,0.06,0,4.64831620400037
21.02,46.814453125,144.662249910965,0,30,4,3,45,74,0.12,0.02,0.55,0.25,0.06,0,4.25759957000082
41.45,63.185546875,144.662249910965,0,56,39,17,84,60,0.12,0.02,0.55,0.25,0.06,0,7.13804161199914
67.28,72.798828125,163.1393767173,18.4771268063354,78,85,60,78,62,0.12,0.02,0.55,0.25,0.06,0,1.41245460600112
26.2,46.65234375,163.1393767173,0,2,75,18,46,51,0.12,0.02,0.55,0.25,0.06,0,1.61774502499975
22.14,33.0087890625,177.232847933044,14.093471215744,48,84,17,1,85,0.12,0.02,0.55,0.25,0.06,0,0.000686347000737442
37.94,38.9736328125,197.179428093491,19.9465801604462,74,46,42,12,34,0.12,0.02,0.55,0.25,0.06,0,1.99852324700078
15.59,12.337890625,216.650617324142,19.4711892306519,9,72,8,21,57,0.12,0.02,0.55,0.25,0.06,0,2.1559502630007
58.09,20.9951171875,216.650617324142,0,29,66,80,35,9,0.12,0.02,0.55,0.25,0.06,0,3.22714214499865
56.51,41.58984375,216.650617324142,0,81,78,39,86,38,0.12,0.02,0.55,0.25,0.06,1,7.60991900599947
62.07,45.8916015625,216.650617324142,0,26,83,74,51,64,0.12,0.02,0.55,0.25,0.06,1,2.0026907320007
70.89,62.0341796875,216.650617324142,0,21,90,97,32,87,0.12,0.02,0.55,0.25,0.06,1,1.54536052399999
11.45,4.1142578125,216.650617324142,0,31,3,5,18,7,0.12,0.02,0.55,0.25,0.06,1,2.40360344200053
38.35,66.107421875,216.650617324142,0,26,91,46,13,81,0.12,0.02,0.55,0.25,0.06,1,3.27801442200143
63.15,55.603515625,216.650617324142,0,40,2,86,27,71,0.12,0.02,0.55,0.25,0.06,1,0.000773724999817205
68.96,59.2421875,216.650617324142,0,36,79,84,54,56,0.12,0.02,0.55,0.25,0.06,1,1.17437247899943
43.94,69.21484375,216.650617324142,0,12,38,43,51,89,0.12,0.02,0.55,0.25,0.06,1,2.07956153799933
59.18,45.435546875,216.650617324142,0,30,40,79,41,18,0.12,0.02,0.55,0.25,0.06,1,6.05100610299996
40.65,52.0185546875,216.650617324142,0,84,57,6,99,23,0.12,0.02,0.55,0.25,0.06,1,2.0994792829988
72.73,71.4189453125,236.564674104462,19.9140567803192,61,37,80,63,82,0.12,0.02,0.55,0.25,0.06,0,5.42139885100005
64.78,61.2734375,255.949875076141,19.3852009716797,29,27,60,94,71,0.12,0.02,0.55,0.25,0.06,0,2.31845460600016
56.99,48.705078125,272.517878552399,16.5680034762573,26,12,46,97,68,0.12,0.02,0.55,0.25,0.06,0,1.49464819400055
81.11,50.35546875,272.517878552399,0,19,5,95,86,83,0.12,0.02,0.55,0.25,0.06,0,1.51325991600061
68.28,44.5654296875,272.517878552399,0,96,60,93,15,11,0.12,0.02,0.55,0.25,0.06,0,1.37841825500072
39.64,28.326171875,286.117743210297,13.5998646578979,37,77,32,64,1,0.12,0.02,0.55,0.25,0.06,0,0.00069602700023097
82.44,39.05859375,286.117743210297,0,54,34,90,94,38,0.12,0.02,0.55,0.25,0.06,0,0.608915756998613
20.93,16.46484375,305.120862193451,19.0031189831543,40,90,6,41,13,0.12,0.02,0.55,0.25,0.06,0,2.6785581560016
38.92,28.859375,320.06005342392,14.9391912304687,9,78,30,58,88,0.12,0.02,0.55,0.25,0.06,0,0.6975230249991
50.81,48.259765625,339.734868655548,19.6748152316284,88,60,65,6,30,0.12,0.02,0.55,0.25,0.06,0,2.6284939090001
69.97,47.93359375,339.734868655548,0,69,19,80,51,76,0.12,0.02,0.55,0.25,0.06,1,4.28110378200108
46.17,55.1142578125,339.734868655548,0,18,8,48,53,70,0.12,0.02,0.55,0.25,0.06,1,1.50683114700041
53.95,32.5625,339.734868655548,0,20,67,79,4,96,0.12,0.02,0.55,0.25,0.06,1,2.39837999800147
25.03,30.2060546875,339.734868655548,0,98,55,6,35,2,0.12,0.02,0.55,0.25,0.06,1,1.38070404199971
35.58,33.7470703125,339.734868655548,0,80,21,14,70,6,0.12,0.02,0.55,0.25,0.06,1,1.33336582099946
65.59,36.517578125,339.734868655548,0,26,51,100,15,45,0.12,0.02,0.55,0.25,0.06,1,2.24778710700048
44.65,39.6123046875,339.734868655548,0,60,10,29,72,55,0.12,0.02,0.55,0.25,0.06,1,1.81287824799983
41.98,47.9560546875,339.734868655548,0,84,58,18,62,89,0.12,0.02,0.55,0.25,0.06,1,1.66715013100111
60.76,43.013671875,339.734868655548,0,52,63,51,91,41,0.12,0.02,0.55,0.25,0.06,1,1.54380827900059
36.45,49.3359375,339.734868655548,0,54,34,13,66,94,0.12,0.02,0.55,0.25,0.06,1,1.16204539899991
