Var1,Var2,Var3,Var4,Var5,Var6,Var7,Var8,Var9,Var10,Var11,Var12,Var13,Var14,Var15,Var16
65.68,43.51171875,0,0,77,2,63,75,50,0.12,0.02,0.55,0.25,0.06,1,3.64764716598438
49.63,17.9306640625,0,0,22,20,76,17,9,0.12,0.02,0.55,0.25,0.06,1,4.37861044000601
27.79,66.2587890625,0,0,69,95,0,51,81,0.12,0.02,0.55,0.25,0.06,1,3.68841056997189
51.97,51.6689453125,0,0,61,72,29,92,71,0.12,0.02,0.55,0.25,0.06,1,2.15428587398492
46.5,29.3779296875,0,0,54,14,37,67,44,0.12,0.02,0.55,0.25,0.06,1,1.7078042110079
54.3,46.7578125,0,0,43,62,51,65,60,0.12,0.02,0.55,0.25,0.06,1,1.05458985001314
69.35,70.037109375,0,0,81,52,91,32,9,0.12,0.02,0.55,0.25,0.06,1,4.32466695498442
54.5,36.6884765625,0,0,30,11,83,5,63,0.12,0.02,0.55,0.25,0.06,1,2.9804093389539
42.84,56.513671875,0,0,55,82,20,86,35,0.12,0.02,0.55,0.25,0.06,1,1.56366020999849
67.27,32.7578125,0,0,75,30,88,33,17,0.12,0.02,0.55,0.25,0.06,1,5.71660877199611
55.99,45.79296875,14.8010276843262,14.8010276843262,39,9,82,15,38,0.12,0.02,0.55,0.25,0.06,0,4.27989131497452
60.81,55.19921875,33.2269843725586,18.4259566882324,94,99,46,83,25,0.12,0.02,0.55,0.25,0.06,0,2.40023861604277
53.14,34.3095703125,35.4977302617645,2.27074588920592,60,90,53,59,4,0.12,0.02,0.55,0.25,0.06,0,2.06096966401674
34.4,19.6669921875,44.6446543016052,9.1469240398407,36,8,31,33,77,0.12,0.02,0.55,0.25,0.06,0,2.04056755598867
36.49,34.5263671875,64.4518616104889,19.8072073088837,4,43,31,64,35,0.12,0.02,0.55,0.25,0.06,0,2.30053553602193
68.56,60.140625,80.9075678409576,16.4557062304687,4,88,76,88,42,0.12,0.02,0.55,0.25,0.06,0,1.48544692900032
49.64,46.181640625,100.309555362625,19.4019875216675,61,51,60,26,30,0.12,0.02,0.55,0.25,0.06,0,1.27195947099244
31.58,53.177734375,100.309555362625,0,3,30,24,56,57,0.12,0.02,0.55,0.25,0.06,0,2.21957917202963
36.18,33.47265625,119.943069853592,19.6335144909668,48,29,6,98,34,0.12,0.02,0.55,0.25,0.06,0,1.53593613096746
43.28,60.3037109375,125.452733149414,5.50966329582214,50,98,44,32,52,0.12,0.02,0.55,0.25,0.06,0,1.61665794200962
28.69,48.615234375,125.452733149414,0,58,85,7,46,78,0.12,0.02,0.55,0.25,0.06,1,4.05655984004261
24.13,45.291015625,125.452733149414,0,72,59,4,35,56,0.12,0.02,0.55,0.25,0.06,1,6.09896835801192
45.77,42.869140625,125.452733149414,0,30,51,67,16,5,0.12,0.02,0.55,0.25,0.06,1,1.15427885501413
38.67,14.060546875,125.452733149414,0,34,11,18,89,37,0.12,0.02,0.55,0.25,0.06,1,2.97218958003214
31.51,43.53125,125.452733149414,0,22,75,11,74,47,0.12,0.02,0.55,0.25,0.06,1,1.38746020401595
33.95,30.34375,125.452733149414,0,60,15,18,65,5,0.12,0.02,0.55,0.25,0.06,1,1.40392993198475
31.75,42.7275390625,125.452733149414,0,25,54,23,38,92,0.12,0.02,0.55,0.25,0.06,1,1.56367276597302
47.58,25.8349609375,125.452733149414,0,93,57,53,1,98,0.12,0.02,0.55,0.25,0.06,1,0.868284884025343
64.7,45.2685546875,125.452733149414,0,57,79,56,88,58,0.12,0.02,0.55,0.25,0.06,1,1.06578701303806
50.32,39.9462890625,125.452733149414,0,71,15,43,69,10,0.12,0.02,0.55,0.25,0.06,1,1.52738999901339
54.71,39.81640625,134.361776409912,8.90904326049804,44,17,51,82,9,0.12,0.02,0.55,0.25,0.06,0,2.32353292498738
50.83,44.93359375,152.62339607666,18.261619666748,80,57,59,20,44,0.12,0.02,0.55,0.25,0.06,0,1.64398156199604
21.02,22.87109375,172.452068673096,19.8286725964355,30,4,3,45,74,0.12,0.02,0.55,0.25,0.06,0,1.7350908400258
41.45,36.296875,191.124333809814,18.6722651367187,56,39,17,84,60,0.12,0.02,0.55,0.25,0.06,0,2.88058559701312
67.28,52.232421875,199.802853438415,8.67851962860107,78,85,60,78,62,0.12,0.02,0.55,0.25,0.06,0,2.73767114500515
26.2,32.49609375,217.820813612976,18.0179601745605,2,75,18,46,51,0.12,0.02,0.55,0.25,0.06,0,2.44894973299233
22.14,16.625,236.300052362976,18.47923875,48,84,17,1,85,0.12,0.02,0.55,0.25,0.06,0,1.57177091500489
37.94,39.197265625,256.221016520386,19.9209641574097,74,46,42,12,34,0.12,0.02,0.55,0.25,0.06,0,1.18698295200011
15.59,22.7626953125,273.648638618088,17.427622097702,9,72,8,21,57,0.12,0.02,0.55,0.25,0.06,0,2.01780079002492
58.09,69.244140625,287.427895963974,13.7792573458862,29,66,80,35,9,0.12,0.02,0.55,0.25,0.06,0,1.32677589502418
56.51,33.83203125,287.427895963974,0,81,78,39,86,38,0.12,0.02,0.55,0.25,0.06,1,4.48089018900646
62.07,47.6171875,287.427895963974,0,26,83,74,51,64,0.12,0.02,0.55,0.25,0.06,1,1.39437444403302
70.89,82.4541015625,287.427895963974,0,21,90,97,32,87,0.12,0.02,0.55,0.25,0.06,1,1.09069900598843
11.45,12.564453125,287.427895963974,0,31,3,5,18,7,0.12,0.02,0.55,0.25,0.06,1,1.3913983060047
38.35,70.658203125,287.427895963974,0,26,91,46,13,81,0.12,0.02,0.55,0.25,0.06,1,0.895829799002968
63.15,67.55078125,287.427895963974,0,40,2,86,27,71,0.12,0.02,0.55,0.25,0.06,1,0.93227615300566
68.96,42.9033203125,287.427895963974,0,36,79,84,54,56,0.12,0.02,0.55,0.25,0.06,1,1.09509675198933
43.94,69.310546875,287.427895963974,0,12,38,43,51,89,0.12,0.02,0.55,0.25,0.06,1,1.02771545597352
59.18,33.833984375,287.427895963974,0,30,40,79,41,18,0.12,0.02,0.55,0.25,0.06,1,1.09107328095706
40.65,49.3359375,287.427895963974,0,84,57,6,99,23,0.12,0.02,0.55,0.25,0.06,1,0.59187711001141
72.73,60.2421875,299.630622912216,12.2027269482422,61,37,80,63,82,0.12,0.02,0.55,0.25,0.06,0,2.3023418399971
64.78,43.67578125,299.630622912216,0,29,27,60,94,71,0.12,0.02,0.55,0.25,0.06,0,2.19145142799243
56.99,45.4033203125,312.91806560318,13.2874426909638,26,12,46,97,68,0.12,0.02,0.55,0.25,0.06,0,1.02913478499977
81.11,67.8134765625,324.078188826981,11.1601232238006,19,5,95,86,83,0.12,0.02,0.55,0.25,0.06,0,1.63305182999466
68.28,58.177734375,338.975400289078,14.8972114620972,96,60,93,15,11,0.12,0.02,0.55,0.25,0.06,0,5.63858272199286
39.64,27.361328125,351.437111138382,12.4617108493042,37,77,32,64,1,0.12,0.02,0.55,0.25,0.06,0,1.87882896902738
82.44,57.310546875,351.437111138382,0,54,34,90,94,38,0.12,0.02,0.55,0.25,0.06,0,1.60960588901071
20.93,7.0908203125,361.860966417236,10.4238552788544,40,90,6,41,13,0.12,0.02,0.55,0.25,0.06,0,2.41550864896271
38.92,18.8115234375,361.860966417236,0,9,78,30,58,88,0.12,0.02,0.55,0.25,0.06,0,0.754306023009121
50.81,44.6865234375,379.986118156662,18.1251517394257,88,60,65,6,30,0.12,0.02,0.55,0.25,0.06,0,0.804407224000897
69.97,72.212890625,379.986118156662,0,69,19,80,51,76,0.12,0.02,0.55,0.25,0.06,1,1.05354349105619
46.17,69.345703125,379.986118156662,0,18,8,48,53,70,0.12,0.02,0.55,0.25,0.06,1,0.867487473005895
53.95,23.353515625,379.986118156662,0,20,67,79,4,96,0.12,0.02,0.55,0.25,0.06,1,1.52111375302775
25.03,37.9208984375,379.986118156662,0,98,55,6,35,2,0.12,0.02,0.55,0.25,0.06,1,0.879723906051368
35.58,12.728515625,379.986118156662,0,80,21,14,70,6,0.12,0.02,0.55,0.25,0.06,1,0.992969425045885
65.59,52.3125,379.986118156662,0,26,51,100,15,45,0.12,0.02,0.55,0.25,0.06,1,1.61067563696997
44.65,29.8271484375,379.986118156662,0,60,10,29,72,55,0.12,0.02,0.55,0.25,0.06,1,0.945207562006544
41.98,49.59765625,379.986118156662,0,84,58,18,62,89,0.12,0.02,0.55,0.25,0.06,1,0.819264180026948
60.76,37.1162109375,379.986118156662,0,52,63,51,91,41,0.12,0.02,0.55,0.25,0.06,1,0.707082143984735
36.45,45.197265625,379.986118156662,0,54,34,13,66,94,0.12,0.02,0.55,0.25,0.06,1,0.687532296986319
43.66,15.0205078125,379.986118156662,0,61,84,22,90,1,0.12,0.02,0.55,0.25,0.06,0,0.985635813034605
79.3,48.7373046875,379.986118156662,0,23,13,91,91,58,0.12,0.02,0.55,0.25,0.06,0,1.55275456805248
62.46,29.4013671875,379.986118156662,0,9,12,77,73,9,0.12,0.02,0.55,0.25,0.06,0,1.08848383900477
31.01,57.3837890625,379.986118156662,0,36,77,13,54,75,0.12,0.02,0.55,0.25,0.06,0,1.21169990504859
47.42,40.73046875,397.748626739426,17.7625085827637,27,57,48,56,44,0.12,0.02,0.55,0.25,0.06,0,0.897508119000122
56.6,22.6220703125,397.748626739426,0,69,72,76,4,68,0.12,0.02,0.55,0.25,0.06,0,1.0037069140235
64.89,72.373046875,414.948827212753,17.2002004733276,48,10,61,84,73,0.12,0.02,0.55,0.25,0.06,0,0.962392035988159
21.14,61.869140625,414.948827212753,0,32,7,4,56,16,0.12,0.02,0.55,0.25,0.06,0,0.786202911986038
8.75,34.08203125,414.948827212753,0,27,24,2,15,3,0.12,0.02,0.55,0.25,0.06,0,1.64950620802119
69.88,49.626953125,414.948827212753,0,98,36,83,41,25,0.12,0.02,0.55,0.25,0.06,0,1.5413924229797
64.12,76.392578125,414.948827212753,0,24,77,67,71,85,0.12,0.02,0.55,0.25,0.06,1,1.67092554195551
58.36,67.9521484375,414.948827212753,0,52,44,55,65,79,0.12,0.02,0.55,0.25,0.06,1,1.41751000698423
40.93,33.376953125,414.948827212753,0,89,31,14,75,53,0.12,0.02,0.55,0.25,0.06,1,1.70472284202697
71.42,68.572265625,414.948827212753,0,78,43,84,54,25,0.12,0.02,0.55,0.25,0.06,1,2.38785958802328
26.11,74.0361328125,414.948827212753,0,6,9,17,44,81,0.12,0.02,0.55,0.25,0.06,1,1.44334612204693
48.12,26.794921875,414.948827212753,0,91,58,29,65,64,0.12,0.02,0.55,0.25,0.06,1,1.18594650103478
79.4,75.1982421875,414.948827212753,0,50,97,81,93,61,0.12,0.02,0.55,0.25,0.06,1,0.978156766970642
26.02,25.6103515625,414.948827212753,0,98,71,1,29,84,0.12,0.02,0.55,0.25,0.06,1,1.26762478402816
35.57,47.943359375,414.948827212753,0,44,17,11,80,65,0.12,0.02,0.55,0.25,0.06,1,1.27299860602943
54.27,35.0380859375,414.948827212753,0,50,29,64,37,54,0.12,0.02,0.55,0.25,0.06,1,1.69397822394967
32.95,45.9765625,426.464260684433,11.5154334716797,76,84,10,51,65,0.12,0.02,0.55,0.25,0.06,0,2.88917514705099
77.02,36.0703125,426.464260684433,0,15,0,97,81,27,0.12,0.02,0.55,0.25,0.06,0,2.33835830300814
58.71,28.0205078125,426.464260684433,0,28,12,48,93,91,0.12,0.02,0.55,0.25,0.06,0,6.77018191898242
69.65,58.23046875,439.943975985947,13.4797153015137,24,39,97,28,94,0.12,0.02,0.55,0.25,0.06,0,0.931658769026399
67.34,67.44140625,459.94346182457,19.999485838623,77,88,87,15,79,0.12,0.02,0.55,0.25,0.06,0,1.61250463000033
61.5,44.84765625,466.078434206161,6.13497238159179,91,84,71,31,35,0.12,0.02,0.55,0.25,0.06,0,1.129823775962
34.59,56.123046875,466.078434206161,0,24,9,19,62,93,0.12,0.02,0.55,0.25,0.06,0,1.41880129504716
41.75,31.1064453125,480.414171386871,14.3357371807098,69,56,26,53,80,0.12,0.02,0.55,0.25,0.06,0,1.13620991900098
23.8,68.072265625,480.414171386871,0,30,18,2,74,4,0.12,0.02,0.55,0.25,0.06,0,1.55294553301064
23,36.375,491.469640136871,11.05546875,43,83,1,51,48,0.12,0.02,0.55,0.25,0.06,0,1.44878978101769
