Var1,Var2,Var3,Var4,Var5,Var6,Var7,Var8,Var9,Var10,Var11,Var12,Var13,Var14,Var15,Var16
65.68,15.541015625,0,0,77,2,63,75,50,0.12,0.02,0.55,0.25,0.06,1,41.996314151038
49.63,52.1806640625,0,0,22,20,76,17,9,0.12,0.02,0.55,0.25,0.06,1,6.72872847004328
27.79,88.625,0,0,69,95,0,51,81,0.12,0.02,0.55,0.25,0.06,1,3.91030877898447
51.97,39.8857421875,0,0,61,72,29,92,71,0.12,0.02,0.55,0.25,0.06,1,5.0549978389754
46.5,21.908203125,0,0,54,14,37,67,44,0.12,0.02,0.55,0.25,0.06,1,2.97712813899852
54.3,89.3115234375,0,0,43,62,51,65,60,0.12,0.02,0.55,0.25,0.06,1,1.5120287600439
69.35,72.19140625,0,0,81,52,91,32,9,0.12,0.02,0.55,0.25,0.06,1,1.56346868205583
54.5,20.74609375,0,0,30,11,83,5,63,0.12,0.02,0.55,0.25,0.06,1,3.75804632203653
42.84,59.50390625,0,0,55,82,20,86,35,0.12,0.02,0.55,0.25,0.06,1,1.55630390200531
67.27,80.794921875,0,0,75,30,88,33,17,0.12,0.02,0.55,0.25,0.06,1,1.24536662502214
55.99,46.5771484375,15.5699112731171,15.5699112731171,39,9,82,15,38,0.12,0.02,0.55,0.25,0.06,0,4.07813106896356
60.81,73.63671875,27.343675578537,11.7737643054199,94,99,46,83,25,0.12,0.02,0.55,0.25,0.06,0,2.99820281099528
53.14,27.4931640625,27.343675578537,0,60,90,53,59,4,0.12,0.02,0.55,0.25,0.06,0,1.85934649099363
34.4,58.5712890625,27.343675578537,0,36,8,31,33,77,0.12,0.02,0.55,0.25,0.06,0,1.13457005802775
36.49,69.7490234375,27.343675578537,0,4,43,31,64,35,0.12,0.02,0.55,0.25,0.06,0,0.847820402996149
68.56,85.93359375,32.251587589035,4.90791201049805,4,88,76,88,42,0.12,0.02,0.55,0.25,0.06,0,1.49247986695264
49.64,34.5966796875,40.9365132878113,8.68492569877624,61,51,60,26,30,0.12,0.02,0.55,0.25,0.06,0,0.919084486027714
31.58,62.1123046875,40.9365132878113,0,3,30,24,56,57,0.12,0.02,0.55,0.25,0.06,0,0.616849387995899
36.18,83.1533203125,40.9365132878113,0,48,29,6,98,34,0.12,0.02,0.55,0.25,0.06,0,0.918979685986415
43.28,57.462890625,50.8787939637756,9.94228067596436,50,98,44,32,52,0.12,0.02,0.55,0.25,0.06,0,1.54436582204653
28.69,62.1982421875,50.8787939637756,0,58,85,7,46,78,0.12,0.02,0.55,0.25,0.06,1,5.6623468339676
24.13,51.9658203125,50.8787939637756,0,72,59,4,35,56,0.12,0.02,0.55,0.25,0.06,1,2.25534522498492
45.77,14.1298828125,50.8787939637756,0,30,51,67,16,5,0.12,0.02,0.55,0.25,0.06,1,1.12396163400263
38.67,52.6923828125,50.8787939637756,0,34,11,18,89,37,0.12,0.02,0.55,0.25,0.06,1,1.83950016298331
31.51,43.6982421875,50.8787939637756,0,22,75,11,74,47,0.12,0.02,0.55,0.25,0.06,1,2.30130186298629
33.95,44.0244140625,50.8787939637756,0,60,15,18,65,5,0.12,0.02,0.55,0.25,0.06,1,1.60000807896722
31.75,81.4677734375,50.8787939637756,0,25,54,23,38,92,0.12,0.02,0.55,0.25,0.06,1,1.11207818501862
47.58,83.650390625,50.8787939637756,0,93,57,53,1,98,0.12,0.02,0.55,0.25,0.06,1,2.32341806899058
64.7,58.2529296875,50.8787939637756,0,57,79,56,88,58,0.12,0.02,0.55,0.25,0.06,1,0.925337559019681
50.32,66.400390625,50.8787939637756,0,71,15,43,69,10,0.12,0.02,0.55,0.25,0.06,1,2.16901383496588
54.71,83.2265625,50.8787939637756,0,44,17,51,82,9,0.12,0.02,0.55,0.25,0.06,0,2.48296853300417
50.83,56.3642578125,69.3473934870148,18.4685995232391,80,57,59,20,44,0.12,0.02,0.55,0.25,0.06,0,2.25255436304724
21.02,25.6220703125,88.2884409289551,18.9410474419403,30,4,3,45,74,0.12,0.02,0.55,0.25,0.06,0,2.41577844897984
41.45,82.607421875,88.2884409289551,0,56,39,17,84,60,0.12,0.02,0.55,0.25,0.06,0,1.33172188297613
67.28,57.50390625,103.509840478516,15.2213995495605,78,85,60,78,62,0.12,0.02,0.55,0.25,0.06,0,1.46052498795325
26.2,74.265625,103.509840478516,0,2,75,18,46,51,0.12,0.02,0.55,0.25,0.06,0,0.627300715015735
22.14,37.8857421875,111.113420626755,7.60358014823914,48,84,17,1,85,0.12,0.02,0.55,0.25,0.06,0,1.06276752898702
37.94,80.8701171875,111.113420626755,0,74,46,42,12,34,0.12,0.02,0.55,0.25,0.06,0,0.970700322999619
15.59,86.4970703125,111.113420626755,0,9,72,8,21,57,0.12,0.02,0.55,0.25,0.06,0,1.91859595902497
58.09,76.3720703125,114.401715881195,3.2882952544403,29,66,80,35,9,0.12,0.02,0.55,0.25,0.06,0,1.01111620001029
56.51,80.3046875,114.401715881195,0,81,78,39,86,38,0.12,0.02,0.55,0.25,0.06,1,2.38481550302822
62.07,47.640625,114.401715881195,0,26,83,74,51,64,0.12,0.02,0.55,0.25,0.06,1,1.24010478396667
70.89,68.291015625,114.401715881195,0,21,90,97,32,87,0.12,0.02,0.55,0.25,0.06,1,1.21501098101726
11.45,70.5498046875,114.401715881195,0,31,3,5,18,7,0.12,0.02,0.55,0.25,0.06,1,1.60613563202787
38.35,54.3857421875,114.401715881195,0,26,91,46,13,81,0.12,0.02,0.55,0.25,0.06,1,2.12617692694766
63.15,70.951171875,114.401715881195,0,40,2,86,27,71,0.12,0.02,0.55,0.25,0.06,1,1.32043566502398
68.96,68.2021484375,114.401715881195,0,36,79,84,54,56,0.12,0.02,0.55,0.25,0.06,1,1.28645587002393
43.94,53.4296875,114.401715881195,0,12,38,43,51,89,0.12,0.02,0.55,0.25,0.06,1,2.48756601300556
59.18,66.388671875,114.401715881195,0,30,40,79,41,18,0.12,0.02,0.55,0.25,0.06,1,1.01039427000796
40.65,82.3017578125,114.401715881195,0,84,57,6,99,23,0.12,0.02,0.55,0.25,0.06,1,6.83464682701742
72.73,72.2763671875,134.391426744766,19.9897108635712,61,37,80,63,82,0.12,0.02,0.55,0.25,0.06,0,3.78906737500802
