Var1,Var2,Var3,Var4,Var5,Var6,Var7,Var8,Var9,Var10,Var11,Var12,Var13,Var14,Var15,Var16
65.68,39.873046875,0,0,77,2,63,75,50,0.12,0.02,0.55,0.25,0.06,1,20.7961013480001
49.63,51.734375,0,0,22,20,76,17,9,0.12,0.02,0.55,0.25,0.06,1,5.4155621320001
27.79,62.78125,0,0,69,95,0,51,81,0.12,0.02,0.55,0.25,0.06,1,4.986965048
51.97,49.8544921875,0,0,61,72,29,92,71,0.12,0.02,0.55,0.25,0.06,1,3.23218356500001
46.5,62.7587890625,0,0,54,14,37,67,44,0.12,0.02,0.55,0.25,0.06,1,3.34097943500001
54.3,81.138671875,0,0,43,62,51,65,60,0.12,0.02,0.55,0.25,0.06,1,4.62226959199984
69.35,67.548828125,0,0,81,52,91,32,9,0.12,0.02,0.55,0.25,0.06,1,6.57007751399988
54.5,40.0986328125,0,0,30,11,83,5,63,0.12,0.02,0.55,0.25,0.06,1,4.22954298899981
42.84,53.666015625,0,0,55,82,20,86,35,0.12,0.02,0.55,0.25,0.06,1,3.76964567300001
67.27,74.533203125,0,0,75,30,88,33,17,0.12,0.02,0.55,0.25,0.06,1,5.62483892699993
55.99,54.404296875,19.8742772799683,19.8742772799683,39,9,82,15,38,0.12,0.02,0.55,0.25,0.06,0,5.13455793999992
60.81,74.990234375,29.8203249334717,9.94604765350342,94,99,46,83,25,0.12,0.02,0.55,0.25,0.06,0,4.64301475999991
53.14,78.150390625,29.8203249334717,0,60,90,53,59,4,0.12,0.02,0.55,0.25,0.06,0,3.66018183300002
34.4,56.2392578125,29.8203249334717,0,36,8,31,33,77,0.12,0.02,0.55,0.25,0.06,0,3.75761418799993
36.49,63.212890625,29.8203249334717,0,4,43,31,64,35,0.12,0.02,0.55,0.25,0.06,0,4.3950439140001
68.56,87.533203125,31.8212030923462,2.00087815887452,4,88,76,88,42,0.12,0.02,0.55,0.25,0.06,0,5.81454284599999
49.64,67.73046875,35.4579501126099,3.63674702026367,61,51,60,26,30,0.12,0.02,0.55,0.25,0.06,0,4.14371116200005
31.58,37.68359375,53.5952572793579,18.137307166748,3,30,24,56,57,0.12,0.02,0.55,0.25,0.06,0,3.3655067279999
36.18,52.4794921875,60.3115850008392,6.71632772148132,48,29,6,98,34,0.12,0.02,0.55,0.25,0.06,0,2.21749753999984
43.28,66.8173828125,60.3115850008392,0,50,98,44,32,52,0.12,0.02,0.55,0.25,0.06,0,2.07803970199984
28.69,64.4482421875,60.3115850008392,0,58,85,7,46,78,0.12,0.02,0.55,0.25,0.06,1,5.7902321470001
24.13,36.109375,60.3115850008392,0,72,59,4,35,56,0.12,0.02,0.55,0.25,0.06,1,2.87468641399983
45.77,77.7578125,60.3115850008392,0,30,51,67,16,5,0.12,0.02,0.55,0.25,0.06,1,6.98174071599988
38.67,44.09375,60.3115850008392,0,34,11,18,89,37,0.12,0.02,0.55,0.25,0.06,1,16.1536223830001
31.51,40.736328125,60.3115850008392,0,22,75,11,74,47,0.12,0.02,0.55,0.25,0.06,1,4.66023851
33.95,31.1884765625,60.3115850008392,0,60,15,18,65,5,0.12,0.02,0.55,0.25,0.06,1,2.47015042399994
31.75,40.2060546875,60.3115850008392,0,25,54,23,38,92,0.12,0.02,0.55,0.25,0.06,1,3.52292707300012
47.58,49.8623046875,60.3115850008392,0,93,57,53,1,98,0.12,0.02,0.55,0.25,0.06,1,4.81937527900004
64.7,61.5400390625,60.3115850008392,0,57,79,56,88,58,0.12,0.02,0.55,0.25,0.06,1,5.760431337
50.32,53.458984375,60.3115850008392,0,71,15,43,69,10,0.12,0.02,0.55,0.25,0.06,1,5.73227812899995
54.71,48.982421875,78.6713274419403,18.3597424411011,44,17,51,82,9,0.12,0.02,0.55,0.25,0.06,0,5.65826006300017
