Var1,Var2,Var3,Var4,Var5,Var6,Var7,Var8,Var9,Var10,Var11,Var12,Var13,Var14,Var15,Var16
65.68,49.98828125,0,0,77,2,63,75,50,0.12,0.02,0.55,0.25,0.06,1,6.33394488599879
49.63,41.2646484375,0,0,22,20,76,17,9,0.12,0.02,0.55,0.25,0.06,1,3.4187034739989
27.79,59.916015625,0,0,69,95,0,51,81,0.12,0.02,0.55,0.25,0.06,1,4.45587313100259
51.97,42.6337890625,0,0,61,72,29,92,71,0.12,0.02,0.55,0.25,0.06,1,5.12219723299859
46.5,41.5146484375,0,0,54,14,37,67,44,0.12,0.02,0.55,0.25,0.06,1,4.28104062600323
54.3,52.0947265625,0,0,43,62,51,65,60,0.12,0.02,0.55,0.25,0.06,1,2.63494792300116
69.35,38.125,0,0,81,52,91,32,9,0.12,0.02,0.55,0.25,0.06,1,4.85584217300129
54.5,18.669921875,0,0,30,11,83,5,63,0.12,0.02,0.55,0.25,0.06,1,2.11371118700117
42.84,49.021484375,0,0,55,82,20,86,35,0.12,0.02,0.55,0.25,0.06,1,12.1239515609996
67.27,48.8583984375,0,0,75,30,88,33,17,0.12,0.02,0.55,0.25,0.06,1,6.61123558500185
55.99,46.26171875,15.2680271960449,15.2680271960449,39,9,82,15,38,0.12,0.02,0.55,0.25,0.06,0,5.99902897200081
60.81,74.994140625,25.2085349325562,9.94050773651123,94,99,46,83,25,0.12,0.02,0.55,0.25,0.06,0,4.13666850699883
53.14,53.84375,45.1837717294312,19.975236796875,60,90,53,59,4,0.12,0.02,0.55,0.25,0.06,0,3.24632390999977
34.4,38.4619140625,64.3588144368744,19.1750427074432,36,8,31,33,77,0.12,0.02,0.55,0.25,0.06,0,4.49936544199954
36.49,31.3359375,83.0305964241791,18.6717819873047,4,43,31,64,35,0.12,0.02,0.55,0.25,0.06,0,3.807588038002
68.56,45.7509765625,83.0305964241791,0,4,88,76,88,42,0.12,0.02,0.55,0.25,0.06,0,5.0029143110005
49.64,40.4716796875,98.8276915565491,15.79709513237,61,51,60,26,30,0.12,0.02,0.55,0.25,0.06,0,2.2679766250003
31.58,33.7802734375,118.585631396561,19.7579398400116,3,30,24,56,57,0.12,0.02,0.55,0.25,0.06,0,2.01564663300087
36.18,23.9609375,131.120356977615,12.5347255810547,48,29,6,98,34,0.12,0.02,0.55,0.25,0.06,0,5.6508985779983
43.28,42.69921875,151.103491634598,19.9831346569824,50,98,44,32,52,0.12,0.02,0.55,0.25,0.06,0,3.33158072300284
28.69,52.703125,151.103491634598,0,58,85,7,46,78,0.12,0.02,0.55,0.25,0.06,1,8.65710640700127
24.13,41.1669921875,151.103491634598,0,72,59,4,35,56,0.12,0.02,0.55,0.25,0.06,1,2.65507465500195
45.77,33.986328125,151.103491634598,0,30,51,67,16,5,0.12,0.02,0.55,0.25,0.06,1,5.98703564100288
38.67,35.5400390625,151.103491634598,0,34,11,18,89,37,0.12,0.02,0.55,0.25,0.06,1,1.86255675199936
31.51,39.537109375,151.103491634598,0,22,75,11,74,47,0.12,0.02,0.55,0.25,0.06,1,2.68271278300017
33.95,37.505859375,151.103491634598,0,60,15,18,65,5,0.12,0.02,0.55,0.25,0.06,1,2.54995868900005
31.75,48.0869140625,151.103491634598,0,25,54,23,38,92,0.12,0.02,0.55,0.25,0.06,1,7.47045819499908
47.58,35.0732421875,151.103491634598,0,93,57,53,1,98,0.12,0.02,0.55,0.25,0.06,1,2.55690901599883
64.7,59.4599609375,151.103491634598,0,57,79,56,88,58,0.12,0.02,0.55,0.25,0.06,1,2.26903367699924
50.32,36.484375,151.103491634598,0,71,15,43,69,10,0.12,0.02,0.55,0.25,0.06,1,2.27310310900066
54.71,38.47265625,157.920925031815,6.81743339721679,44,17,51,82,9,0.12,0.02,0.55,0.25,0.06,0,1.63118826400023
50.83,38.47265625,170.285727804031,12.3648027722168,80,57,59,20,44,0.12,0.02,0.55,0.25,0.06,0,1.83605829500084
21.02,17.4853515625,189.661040825195,19.3753130211639,30,4,3,45,74,0.12,0.02,0.55,0.25,0.06,0,2.14484900400203
41.45,33.345703125,206.377059433289,16.7160186080933,56,39,17,84,60,0.12,0.02,0.55,0.25,0.06,0,2.01590925799974
67.28,70.49609375,225.859896482849,19.4828370495605,78,85,60,78,62,0.12,0.02,0.55,0.25,0.06,0,4.66056828900037
26.2,25.6767578125,245.84620736351,19.986310880661,2,75,18,46,51,0.12,0.02,0.55,0.25,0.06,0,4.32516312499865
22.14,32.107421875,260.878732421799,15.0325250582886,48,84,17,1,85,0.12,0.02,0.55,0.25,0.06,0,2.94743627100252
37.94,24.4599609375,271.793159765472,10.9144273436737,74,46,42,12,34,0.12,0.02,0.55,0.25,0.06,0,3.87344649199804
15.59,11.51171875,290.961540867767,19.1683811022949,9,72,8,21,57,0.12,0.02,0.55,0.25,0.06,0,2.71295540500068
58.09,40.0595703125,294.706721131973,3.74518026420594,29,66,80,35,9,0.12,0.02,0.55,0.25,0.06,0,1.79397148099815
56.51,51.2587890625,294.706721131973,0,81,78,39,86,38,0.12,0.02,0.55,0.25,0.06,1,3.69807433200185
62.07,56.115234375,294.706721131973,0,26,83,74,51,64,0.12,0.02,0.55,0.25,0.06,1,1.7306742260007
70.89,67.7490234375,294.706721131973,0,21,90,97,32,87,0.12,0.02,0.55,0.25,0.06,1,1.78128330999971
11.45,17.8359375,294.706721131973,0,31,3,5,18,7,0.12,0.02,0.55,0.25,0.06,1,2.4372960690016
38.35,57.5390625,294.706721131973,0,26,91,46,13,81,0.12,0.02,0.55,0.25,0.06,1,3.76224814700254
63.15,32.0009765625,294.706721131973,0,40,2,86,27,71,0.12,0.02,0.55,0.25,0.06,1,5.20928761199684
68.96,58.6572265625,294.706721131973,0,36,79,84,54,56,0.12,0.02,0.55,0.25,0.06,1,1.45286739299991
43.94,58.6572265625,294.706721131973,0,12,38,43,51,89,0.12,0.02,0.55,0.25,0.06,1,1.31447592500263
59.18,40.005859375,294.706721131973,0,30,40,79,41,18,0.12,0.02,0.55,0.25,0.06,1,1.31776377300048
