Var1,Var2,Var3,Var4,Var5,Var6,Var7,Var8,Var9,Var10,Var11,Var12,Var13,Var14,Var15,Var16
65.68,69.13671875,0,0,77,2,63,75,50,0.12,0.02,0.55,0.25,0.06,1,5.67505186103517
49.63,24.599609375,0,0,22,20,76,17,9,0.12,0.02,0.55,0.25,0.06,1,5.02745615597814
27.79,81.314453125,0,0,69,95,0,51,81,0.12,0.02,0.55,0.25,0.06,1,4.1263167920406
51.97,47.2158203125,0,0,61,72,29,92,71,0.12,0.02,0.55,0.25,0.06,1,4.88607778499136
46.5,20.2001953125,0,0,54,14,37,67,44,0.12,0.02,0.55,0.25,0.06,1,2.33459027204663
54.3,11.8466796875,0,0,43,62,51,65,60,0.12,0.02,0.55,0.25,0.06,1,1.56804184400244
69.35,56.33984375,0,0,81,52,91,32,9,0.12,0.02,0.55,0.25,0.06,1,1.36907929397421
54.5,50.4736328125,0,0,30,11,83,5,63,0.12,0.02,0.55,0.25,0.06,1,0.00975974398897961
42.84,18.4501953125,0,0,55,82,20,86,35,0.12,0.02,0.55,0.25,0.06,1,3.23521929001436
67.27,9.87890625,0,0,75,30,88,33,17,0.12,0.02,0.55,0.25,0.06,1,1.23942905204603
55.99,14.1484375,0,0,39,9,82,15,38,0.12,0.02,0.55,0.25,0.06,0,2.6595287869568
60.81,40.8154296875,0.0108579009246768,0.0108579009246768,94,99,46,83,25,0.12,0.02,0.55,0.25,0.06,0,1.41437473997939
53.14,67.9833984375,8.99453404220582,8.98367614128114,60,90,53,59,4,0.12,0.02,0.55,0.25,0.06,0,1.03533127298579
34.4,41.8369140625,26.2291495035553,17.2346154613495,36,8,31,33,77,0.12,0.02,0.55,0.25,0.06,0,0.688318907050416
36.49,13.3447265625,26.2291495035553,0,4,43,31,64,35,0.12,0.02,0.55,0.25,0.06,0,0.811961843050085
68.56,29.3994140625,26.2291495035553,0,4,88,76,88,42,0.12,0.02,0.55,0.25,0.06,0,0.818034391035326
49.64,42.326171875,43.5545454114532,17.3253959078979,61,51,60,26,30,0.12,0.02,0.55,0.25,0.06,0,0.696183760010172
31.58,77.2607421875,43.5545454114532,0,3,30,24,56,57,0.12,0.02,0.55,0.25,0.06,0,1.76284347695764
36.18,21.7626953125,53.1616116888428,9.60706627738953,48,29,6,98,34,0.12,0.02,0.55,0.25,0.06,0,2.65006926300703
43.28,9.162109375,53.1616116888428,0,50,98,44,32,52,0.12,0.02,0.55,0.25,0.06,0,1.34120838099625
28.69,8.4462890625,53.1616116888428,0,58,85,7,46,78,0.12,0.02,0.55,0.25,0.06,1,5.66068481100956
24.13,38.39453125,53.1616116888428,0,72,59,4,35,56,0.12,0.02,0.55,0.25,0.06,1,0.989874912018422
45.77,30.1708984375,53.1616116888428,0,30,51,67,16,5,0.12,0.02,0.55,0.25,0.06,1,0.694797144969925
38.67,26.021484375,53.1616116888428,0,34,11,18,89,37,0.12,0.02,0.55,0.25,0.06,1,0.1071099890396
31.51,14.5927734375,53.1616116888428,0,22,75,11,74,47,0.12,0.02,0.55,0.25,0.06,1,0.984280000964645
33.95,56.6533203125,53.1616116888428,0,60,15,18,65,5,0.12,0.02,0.55,0.25,0.06,1,1.23289901798125
31.75,21.880859375,53.1616116888428,0,25,54,23,38,92,0.12,0.02,0.55,0.25,0.06,1,0.719638328999281
47.58,80.05078125,53.1616116888428,0,93,57,53,1,98,0.12,0.02,0.55,0.25,0.06,1,0.69155765400501
64.7,24.1845703125,53.1616116888428,0,57,79,56,88,58,0.12,0.02,0.55,0.25,0.06,1,0.792565254960209
50.32,63.1162109375,53.1616116888428,0,71,15,43,69,10,0.12,0.02,0.55,0.25,0.06,1,0.817635552957654
54.71,15.841796875,53.1616116888428,0,44,17,51,82,9,0.12,0.02,0.55,0.25,0.06,0,19.9075541149941
50.83,47.615234375,72.6448757876587,19.4832640988159,80,57,59,20,44,0.12,0.02,0.55,0.25,0.06,0,0.809912013995927
21.02,34.5146484375,83.5395989650726,10.8947231774139,30,4,3,45,74,0.12,0.02,0.55,0.25,0.06,0,0.792726376967039
41.45,78.345703125,83.5395989650726,0,56,39,17,84,60,0.12,0.02,0.55,0.25,0.06,0,0.935895518981852
67.28,87.0361328125,84.0243597798157,0.484760814743041,78,85,60,78,62,0.12,0.02,0.55,0.25,0.06,0,0.689298058976419
26.2,23.1962890625,103.573245810013,19.5488860301971,2,75,18,46,51,0.12,0.02,0.55,0.25,0.06,0,0.508643524022773
22.14,35.732421875,114.335549188614,10.7623033786011,48,84,17,1,85,0.12,0.02,0.55,0.25,0.06,0,0.447589080955368
37.94,52.8310546875,123.248373703308,8.91282451469421,74,46,42,12,34,0.12,0.02,0.55,0.25,0.06,0,0.340605766046792
15.59,63.400390625,123.248373703308,0,9,72,8,21,57,0.12,0.02,0.55,0.25,0.06,0,0.485618923034053
58.09,8.1748046875,123.248373703308,0,29,66,80,35,9,0.12,0.02,0.55,0.25,0.06,0,1.13042499002768
56.51,53.91796875,123.248373703308,0,81,78,39,86,38,0.12,0.02,0.55,0.25,0.06,1,1.99987346504349
62.07,43.673828125,123.248373703308,0,26,83,74,51,64,0.12,0.02,0.55,0.25,0.06,1,4.48686463804916
70.89,64.91015625,123.248373703308,0,21,90,97,32,87,0.12,0.02,0.55,0.25,0.06,1,0.639709549024701
11.45,16.9404296875,123.248373703308,0,31,3,5,18,7,0.12,0.02,0.55,0.25,0.06,1,1.43092827498913
38.35,18.646484375,123.248373703308,0,26,91,46,13,81,0.12,0.02,0.55,0.25,0.06,1,4.23749693803256
