Var1,Var2,Var3,Var4,Var5,Var6,Var7,Var8,Var9,Var10,Var11,Var12,Var13,Var14,Var15,Var16
65.68,14.591796875,0,0,77,2,63,75,50,0.12,0.02,0.55,0.25,0.06,1,152.662934464999
49.63,43.7041015625,0,0,22,20,76,17,9,0.12,0.02,0.55,0.25,0.06,1,7.99655459700443
27.79,51.9169921875,0,0,69,95,0,51,81,0.12,0.02,0.55,0.25,0.06,1,2.33280687100341
51.97,27.681640625,0,0,61,72,29,92,71,0.12,0.02,0.55,0.25,0.06,1,1.78226646000257
46.5,64.1162109375,0,0,54,14,37,67,44,0.12,0.02,0.55,0.25,0.06,1,2.25477578399295
54.3,38.23046875,0,0,43,62,51,65,60,0.12,0.02,0.55,0.25,0.06,1,1.50671244200203
69.35,53.9931640625,0,0,81,52,91,32,9,0.12,0.02,0.55,0.25,0.06,1,1.06234892799694
54.5,64.3017578125,0,0,30,11,83,5,63,0.12,0.02,0.55,0.25,0.06,1,1.72350852000091
42.84,59.109375,0,0,55,82,20,86,35,0.12,0.02,0.55,0.25,0.06,1,0.99912788200163
67.27,54.40625,0,0,75,30,88,33,17,0.12,0.02,0.55,0.25,0.06,1,0.750726919002773
55.99,35.0380859375,0,0,39,9,82,15,38,0.12,0.02,0.55,0.25,0.06,0,3.43359379199683
60.81,48.3125,12.1906246875,12.1906246875,94,99,46,83,25,0.12,0.02,0.55,0.25,0.06,0,3.7242264489978
53.14,38.14453125,20.9474205358887,8.75679584838866,60,90,53,59,4,0.12,0.02,0.55,0.25,0.06,0,1.61078746400017
34.4,54.015625,21.7087833288574,0.761362792968747,36,8,31,33,77,0.12,0.02,0.55,0.25,0.06,0,1.32066677299736
36.49,60.609375,21.7087833288574,0,4,43,31,64,35,0.12,0.02,0.55,0.25,0.06,0,3.99422173399944
68.56,76.51171875,38.5472917749023,16.8385084460449,4,88,76,88,42,0.12,0.02,0.55,0.25,0.06,0,1.50226344800467
49.64,48.888671875,58.5190670773315,19.9717753024292,61,51,60,26,30,0.12,0.02,0.55,0.25,0.06,0,1.29607940699498
31.58,40.9697265625,74.1107188314056,15.5916517540741,3,30,24,56,57,0.12,0.02,0.55,0.25,0.06,0,1.44203269900026
36.18,53.1796875,79.6612500765228,5.55053124511719,48,29,6,98,34,0.12,0.02,0.55,0.25,0.06,0,1.09493371100689
43.28,68.1923828125,79.6612500765228,0,50,98,44,32,52,0.12,0.02,0.55,0.25,0.06,0,1.27399884699844
28.69,43.7841796875,79.6612500765228,0,58,85,7,46,78,0.12,0.02,0.55,0.25,0.06,1,6.83297954299633
24.13,28.923828125,79.6612500765228,0,72,59,4,35,56,0.12,0.02,0.55,0.25,0.06,1,1.74589216299501
45.77,45.0107421875,79.6612500765228,0,30,51,67,16,5,0.12,0.02,0.55,0.25,0.06,1,2.09900560600363
38.67,29.4990234375,79.6612500765228,0,34,11,18,89,37,0.12,0.02,0.55,0.25,0.06,1,1.43805591799901
31.51,29.021484375,79.6612500765228,0,22,75,11,74,47,0.12,0.02,0.55,0.25,0.06,1,1.12432388400339
