sub,NTrials,iTrial,correct_response,response,bars1,bars2,bars3,bars4,bars5,weights1,weights2,weights3,weights4,weights5,condition,RT
5,100,84,60.66666666666666,54.0,25.0,51.0,100.0,31.0,92.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,1,1864.619999999937
5,100,85,18.33333333333333,35.0,12.0,36.0,0.0,19.0,37.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,1,1615.0249999999648
5,100,86,84.0,47.0,4.0,73.0,87.0,92.0,32.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,1,4350.194999999949
5,100,87,48.0,72.0,18.0,43.0,88.0,13.0,68.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,1,2106.775000000081
5,100,88,36.66666666666666,63.0,62.0,7.0,81.0,22.0,83.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,1,1593.810000000056
5,100,89,43.66666666666666,45.0,68.0,6.0,26.0,99.0,8.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,1,1395.8099999999977
5,100,90,52.99999999999999,51.0,80.0,80.0,47.0,32.0,89.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,1,3677.5400000000373
5,100,91,30.0,33.0,5.0,30.0,3.0,57.0,46.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,1,2203.994999999937
5,100,92,50.33333333333333,62.0,16.0,0.0,57.0,94.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,1,1834.0650000000023
5,100,93,66.33333333333333,61.0,4.0,94.0,67.0,38.0,84.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,1,1359.2550000000626
5,100,94,54.66666666666666,50.0,40.0,57.0,35.0,72.0,22.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,1,1396.8499999999767
5,100,95,42.33333333333333,49.0,4.0,22.0,82.0,23.0,53.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,1,2892.9400000000605
5,100,96,78.66666666666666,55.0,6.0,89.0,91.0,56.0,53.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,1,2501.585000000021
5,100,97,54.66666666666666,63.0,0.0,85.0,72.0,7.0,87.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,1,3201.380000000121
5,100,98,31.33333333333333,53.0,78.0,48.0,33.0,13.0,86.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,1,1260.0599999999977
5,100,99,57.33333333333333,46.0,65.0,53.0,84.0,35.0,5.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,1,981.2000000000116
5,100,100,64.66666666666666,62.0,96.0,84.0,18.0,92.0,60.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,1,3982.984999999986
