sub,NTrials,iTrial,correct_response,response,bars1,bars2,bars3,bars4,bars5,weights1,weights2,weights3,weights4,weights5,condition,RT
3,100,1,54.33333333333333,68.0,50.0,52.0,76.0,75.0,35.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,1,2558
3,100,2,48.33333333333333,74.0,63.0,47.0,27.0,91.0,71.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,1,4174
3,100,3,43.66666666666666,76.0,90.0,44.0,0.0,38.0,87.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,1,3055
3,100,4,39.33333333333333,42.0,77.0,59.0,54.0,87.0,5.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,1,1376
3,100,5,24.33333333333333,42.0,77.0,9.0,56.0,93.0,8.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,1,1081
3,100,6,66.66666666666666,93.0,70.0,73.0,32.0,73.0,95.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,1,1753
3,100,7,77.66666666666666,100.0,45.0,81.0,53.0,8.0,99.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,1,2528
3,100,8,61.33333333333333,65.0,74.0,87.0,15.0,96.0,82.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,1,2736
3,100,9,77.33333333333333,76.0,34.0,89.0,54.0,30.0,89.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,1,2416
3,100,10,53.33333333333333,56.0,22.0,74.0,8.0,28.0,78.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,1,2150
3,100,11,50.99999999999999,29.0,69.0,95.0,35.0,32.0,23.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,1,1769
3,100,12,71.0,84.0,42.0,86.0,54.0,44.0,73.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,1,2487
3,100,13,57.0,61.0,84.0,18.0,84.0,7.0,69.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,1,2063
3,100,14,46.33333333333333,63.0,43.0,34.0,49.0,54.0,56.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,1,3114
3,100,15,47.0,57.0,74.0,8.0,94.0,58.0,39.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,1,1959
3,100,16,65.0,46.0,71.0,99.0,35.0,47.0,61.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,1,1927
3,100,17,30.0,61.0,29.0,5.0,8.0,75.0,77.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,1,1708
3,100,18,44.33333333333333,54.0,68.0,46.0,16.0,62.0,71.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,1,2528
3,100,19,79.0,81.0,48.0,66.0,71.0,55.0,100.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,1,2908
3,100,20,19.666666666666664,40.0,11.0,1.0,25.0,70.0,33.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,1,2528
3,100,21,65.66666666666667,57.0,85.0,95.0,88.0,18.0,14.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,1,2871
3,100,22,36.99999999999999,29.0,42.0,62.0,44.0,44.0,5.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,1,2258
3,100,23,53.33333333333333,52.0,55.0,60.0,62.0,84.0,38.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,1,2686
3,100,24,34.33333333333333,39.0,30.0,88.0,1.0,13.0,14.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,1,13144
3,100,25,57.33333333333333,62.0,22.0,57.0,90.0,12.0,25.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,1,1694
3,100,26,43.66666666666666,53.0,79.0,38.0,16.0,67.0,77.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,1,3384
3,100,27,62.0,43.0,65.0,94.0,82.0,57.0,10.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,1,2835
3,100,28,54.99999999999999,60.0,37.0,91.0,45.0,42.0,29.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,1,1302
3,100,29,40.66666666666666,40.0,85.0,9.0,95.0,22.0,18.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,1,2123
3,100,30,86.66666666666666,87.0,85.0,79.0,82.0,34.0,99.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,1,1718
3,100,31,50.66666666666666,54.0,7.0,31.0,56.0,50.0,65.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,1,4365
3,100,32,20.666666666666664,40.0,45.0,21.0,19.0,31.0,22.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,1,1596
3,100,33,61.0,57.0,79.0,99.0,47.0,21.0,37.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,1,2919
3,100,34,83.66666666666666,88.0,23.0,79.0,85.0,35.0,87.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,1,1449
3,100,35,68.0,72.0,63.0,33.0,84.0,4.0,87.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,1,1717
3,100,36,47.0,51.0,9.0,27.0,22.0,4.0,92.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,1,2185
3,100,37,54.33333333333333,27.0,87.0,63.0,64.0,15.0,36.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,1,1405
3,100,38,36.99999999999999,65.0,14.0,4.0,10.0,21.0,97.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,1,2569
3,100,39,59.33333333333333,59.0,73.0,16.0,100.0,70.0,62.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,1,2284
