sub,NTrials,iTrial,correct_response,response,bars1,bars2,bars3,bars4,bars5,weights1,weights2,weights3,weights4,weights5,condition,RT
2,100,1,48.33333333333333,54.0,32.0,17.0,58.0,27.0,55.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.3333333333333333,1,20298.024999909103
2,100,2,13.666666666666664,50.0,24.0,71.0,14.0,44.0,3.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.3333333333333333,1,7667.4950000597155
2,100,3,58.33333333333333,50.0,93.0,81.0,26.0,47.0,56.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.3333333333333333,1,1576.9899999722836
2,100,4,32.666666666666664,50.0,19.0,98.0,69.0,97.0,10.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.3333333333333333,1,3730.969999916852
2,100,5,63.33333333333333,50.0,100.0,79.0,16.0,96.0,74.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.3333333333333333,1,3047.265000059269
2,100,6,45.0,46.0,8.0,57.0,76.0,73.0,51.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.3333333333333333,1,7271.000000066124
2,100,7,72.33333333333333,60.0,75.0,25.0,87.0,28.0,55.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.3333333333333333,1,4542.870000004768
2,100,8,90.0,90.0,87.0,48.0,99.0,97.0,84.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.3333333333333333,1,1694.855000008829
2,100,9,72.0,79.0,96.0,41.0,53.0,34.0,67.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.3333333333333333,1,3255.820000078529
2,100,10,60.99999999999999,58.0,95.0,95.0,32.0,13.0,56.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.3333333333333333,1,4206.154999905266
2,100,11,96.33333333333331,97.0,96.0,51.0,95.0,71.0,98.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.3333333333333333,1,2405.8150000637397
2,100,12,66.66666666666666,69.0,52.0,10.0,93.0,41.0,55.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.3333333333333333,1,5014.640000066721
2,100,13,34.33333333333333,31.0,69.0,24.0,1.0,82.0,33.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.3333333333333333,1,3184.815000044182
2,100,14,45.66666666666666,47.0,26.0,5.0,18.0,82.0,93.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.3333333333333333,1,2490.529999951832
2,100,15,46.33333333333333,36.0,20.0,18.0,94.0,51.0,25.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.3333333333333333,1,2300.6300000706688
2,100,16,69.66666666666666,75.0,81.0,17.0,50.0,75.0,78.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.3333333333333333,1,2600.4050000337884
2,100,17,71.0,85.0,51.0,10.0,69.0,54.0,93.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.3333333333333333,1,2200.985000003129
2,100,18,68.0,79.0,47.0,30.0,66.0,73.0,91.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.3333333333333333,1,4159.8500000545755
2,100,19,66.0,57.0,43.0,26.0,59.0,36.0,96.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.3333333333333333,1,5093.690000008792
2,100,20,73.66666666666666,88.0,71.0,99.0,84.0,73.0,66.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.3333333333333333,1,3650.3500000108033
2,100,21,33.666666666666664,35.0,65.0,41.0,35.0,43.0,1.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.3333333333333333,1,4609.699999913573
2,100,22,46.66666666666666,83.0,32.0,10.0,99.0,57.0,9.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.3333333333333333,1,2639.9549999041487
2,100,23,44.33333333333333,51.0,24.0,91.0,67.0,41.0,42.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.3333333333333333,1,4883.535000029951
2,100,24,65.33333333333333,67.0,76.0,59.0,97.0,92.0,23.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.3333333333333333,1,3022.4949999246746
2,100,25,62.33333333333333,60.0,49.0,21.0,73.0,25.0,65.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.3333333333333333,1,5795.864999992774
2,100,26,80.33333333333333,68.0,67.0,97.0,76.0,57.0,98.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.3333333333333333,1,6348.050000029615
2,100,27,77.33333333333333,78.0,72.0,78.0,74.0,89.0,86.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.3333333333333333,1,1259.444999974221
2,100,28,51.66666666666666,66.0,17.0,64.0,44.0,98.0,94.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.3333333333333333,1,2758.5800000233576
2,100,29,31.666666666666664,31.0,6.0,4.0,74.0,79.0,15.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.3333333333333333,1,2212.7249999903147
2,100,30,55.0,42.0,79.0,66.0,9.0,30.0,77.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.3333333333333333,1,7295.634999987668
2,100,31,58.99999999999999,43.0,97.0,75.0,34.0,25.0,46.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.3333333333333333,1,2139.3450000323355
